Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Protein K11-linked Deubiquitination (GO:0035871)	4/10	0.0362143333031654	0.7345709811916489	0	0	4.2436747727831	14.081787233077879	VCPIP1;USP37;OTUD7B;USP30
Protein Deneddylation (GO:0000338)	4/10	0.0362143333031654	0.7345709811916489	0	0	4.2436747727831	14.081787233077879	COPS4;TOR1A;COPS7B;COPS8
Respiratory Electron Transport Chain (GO:0022904)	4/10	0.0362143333031654	0.7345709811916489	0	0	4.2436747727831	14.081787233077879	ETFDH;ETFRF1;SLC25A51;HCCS
Single Strand Break Repair (GO:0000012)	4/10	0.0362143333031654	0.7345709811916489	0	0	4.2436747727831	14.081787233077879	NEIL3;TDP1;LIG4;SIRT1
Exonucleolytic Trimming to Gen Mat 3'-End of 5.8S rRNA Frm Tricistronic rRNA Trnscpt (GO:0000467)	3/6	0.03643079735046804	0.7345709811916489	0	0	6.364272559852671	21.080639541446637	EXOSC10;EXOSC9;EXOSC2
Marginal Zone B Cell Differentiation (GO:0002315)	3/6	0.03643079735046804	0.7345709811916489	0	0	6.364272559852671	21.080639541446637	LFNG;NOTCH2;PTK2B
Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Independent Decay (GO:0031086)	3/6	0.03643079735046804	0.7345709811916489	0	0	6.364272559852671	21.080639541446637	DCP1B;EDC3;ZFP36L1
Peptidyl-Lysine Trimethylation (GO:0018023)	3/6	0.03643079735046804	0.7345709811916489	0	0	6.364272559852671	21.080639541446637	CSKMT;ATPSCKMT;VCPKMT
Protein Deubiquitination Involved in Ubiquitin-Dependent Protein Catabolic Process (GO:0071947)	3/6	0.03643079735046804	0.7345709811916489	0	0	6.364272559852671	21.080639541446637	USP9X;OTUD7B;USP28
Regulation of Cellular Response to Hypoxia (GO:1900037)	3/6	0.03643079735046804	0.7345709811916489	0	0	6.364272559852671	21.080639541446637	EPHA4;CHCHD2;VHL
Regulation of Hepatocyte Proliferation (GO:2000345)	3/6	0.03643079735046804	0.7345709811916489	0	0	6.364272559852671	21.080639541446637	MDK;HPN;RTN4
Substrate-Dependent Cell Migration, Cell Extension (GO:0006930)	3/6	0.03643079735046804	0.7345709811916489	0	0	6.364272559852671	21.080639541446637	NRP1;SHTN1;OPHN1
Regulation of Ubiquitin-Dependent Protein Catabolic Process (GO:2000058)	12/51	0.03769917572872858	0.7529063952680365	0	0	1.9606572289499118	6.427263888929848	LATS1;USP14;NUB1;SMURF1;ZNF418;PTEN;PTK2B;RAD23A;COMMD1;PML;PTK2;NFE2L2
Transcription Initiation-Coupled Chromatin Remodeling (GO:0045815)	12/51	0.03769917572872858	0.7529063952680365	0	0	1.9606572289499118	6.427263888929848	TRMT112;FAM47E-STBD1;KMT2A;KDM1B;VPS72;SPHK2;RBBP5;OGG1;RBM14-RBM4;ATAD2;ARID1A;GLYR1
Signal Transduction in Response to DNA Damage (GO:0042770)	17/80	0.03867207153458386	0.7684603427879224	0	0	1.7202505832642818	5.595351737570945	H2AX;DTX3L;USP32;HUS1;RPS27L;USP28;PML;BATF;PIDD1;MUC1;KAT5;CHEK1;BCL3;TP53BP1;CLOCK;RHNO1;RAD9A
Glycerophospholipid Biosynthetic Process (GO:0046474)	22/110	0.03884444269695745	0.7684603427879224	0	0	1.594399109792285	5.178911655031873	VAC14;DGKE;PCYT1A;SLC44A1;TAMM41;SLC44A2;DGKA;SACM1L;INPPL1;PTEN;OCRL;ABHD5;INPP4B;PTDSS2;PTDSS1;PLSCR1;INPP5D;ACP6;ETNK1;PITPNM2;FAR1;CHPT1
Regulation of RNA Splicing (GO:0043484)	21/104	0.039065123687002545	0.7691977875271769	0	0	1.613479501990163	5.23174792448219	MBNL1;USP22;HNRNPLL;SUPT3H;HNRNPL;RPS26;SETX;ATXN7;SNRNP70;ESRP2;ESRP1;TRA2B;METTL4;SRSF3;TADA1;TMBIM6;HNRNPH3;CCNL1;HNRNPA1;SLC38A2;SRSF10
Transcription Preinitiation Complex Assembly (GO:0070897)	14/63	0.040906563553743114	0.8016921847869094	0	0	1.8209002535925614	5.820443475189342	GTF2A2;TBP;TAF11;MED8;MED9;MED23;MED14;MED25;TAF1B;TAF8;TAF6;TAF5;TAF3;TAF2
Folic Acid-Containing Compound Metabolic Process (GO:0006760)	5/15	0.04273032453193149	0.8214047581469781	0	0	3.1831920383339476	10.036115668108723	DHFR2;FPGS;ST20-MTHFS;GGH;MTR
Regulation of Golgi Organization (GO:1903358)	5/15	0.04273032453193149	0.8214047581469781	0	0	3.1831920383339476	10.036115668108723	MAP2K2;STX18;MYO5A;RBSN;CAMSAP2
Regulation of Cell Fate Specification (GO:0042659)	5/15	0.04273032453193149	0.8214047581469781	0	0	3.1831920383339476	10.036115668108723	HDAC2;RBBP4;ESRP1;MTA2;GATAD2A
Regulation of Telomere Maintenance in Response to DNA Damage (GO:1904505)	5/15	0.04273032453193149	0.8214047581469781	0	0	3.1831920383339476	10.036115668108723	TFPT;RTEL1;RUVBL1;INO80;UCHL5
Regulation of Telomere Maintenance (GO:0032204)	12/52	0.04316526656083754	0.8214047581469781	0	0	1.911529933481153	6.007401674075117	PKIB;SMG1;RTEL1;SRC;ERCC1;DHX36;NSMCE1;YLPM1;SIRT6;HDAC8;TERF2;PML
Regulation of Protein Metabolic Process (GO:0051246)	19/93	0.043184304424813164	0.8214047581469781	0	0	1.637002693690356	5.143917833934237	CENATAC;RHOBTB3;NAT10;RBM4B;ELP2;ELP3;ELP6;PARL;PUM3;ALKBH5;MAPK8;SPOP;AKT1;GEMIN5;TMEM9;APOE;AGXT;EIF4E;METAP1
Non-Canonical NF-kappaB Signal Transduction (GO:0038061)	7/25	0.04419776719101835	0.8214047581469781	0	0	2.476494938317144	7.724388326568521	NFKBIA;CARD10;TNFRSF10B;TAB1;BTRC;COPS8;NFKB1
Protein Export From Nucleus (GO:0006611)	7/25	0.04419776719101835	0.8214047581469781	0	0	2.476494938317144	7.724388326568521	NUP214;SMURF1;STRADA;CSE1L;XPO6;TPR;XPO5
Maintenance of Protein Location in Nucleus (GO:0051457)	6/20	0.04462570390976414	0.8214047581469781	0	0	2.728824273072061	8.485129715244264	TAF8;PARK7;RANGAP1;TAF3;PML;SYNE1
Microautophagy (GO:0016237)	6/20	0.04462570390976414	0.8214047581469781	0	0	2.728824273072061	8.485129715244264	ATG16L1;ZNF418;ATG4C;SNX7;ATG13;ATG7
Oligodendrocyte Differentiation (GO:0048709)	6/20	0.04462570390976414	0.8214047581469781	0	0	2.728824273072061	8.485129715244264	EIF2B5;EIF2B3;EIF2B2;TPPP;EIF2B1;ZNF488
Regulation of Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:1900151)	6/20	0.04462570390976414	0.8214047581469781	0	0	2.728824273072061	8.485129715244264	TNRC6C;CSDE1;DHX36;IGF2BP1;CPEB3;ZFP36L1
snRNA Processing (GO:0016180)	6/20	0.04462570390976414	0.8214047581469781	0	0	2.728824273072061	8.485129715244264	INTS12;INTS14;INTS1;INTS2;INTS4;TUT1
ERBB Signaling Pathway (GO:0038127)	13/58	0.04485018827268908	0.8214047581469781	0	0	1.8408790306017664	5.714875473253755	PIGU;SRC;TGFA;HDAC6;PTK2;NRG3;ERBB3;KIF16B;AKT1;PTK2B;CTNNB1;CPNE3;FAM83A
Regulation of Mitotic Nuclear Division (GO:0007088)	13/58	0.04485018827268908	0.8214047581469781	0	0	1.8408790306017664	5.714875473253755	L3MBTL1;EDN3;DAPK3;TGFA;KNL1;FBXO43;PKMYT1;TOM1L2;CHEK1;PHIP;AURKAIP1;OBSL1;CDK5RAP2
Mitotic Nuclear Division (GO:0140014)	11/47	0.04706278913195008	0.8486588663092364	0	0	1.9466609202479168	5.949526490185267	EPS8;KIF18A;KIF3B;KIFC1;NCAPG2;PLK1;INO80;KNL1;TUBG1;CLASP1;SKA2
Positive Regulation of Chromosome Organization (GO:2001252)	11/47	0.04706278913195008	0.8486588663092364	0	0	1.9466609202479168	5.949526490185267	PKIB;RTEL1;KAT5;DDX11;NCAPG2;DHX36;LIG4;SIRT6;TERF2;NCAPH;PML
Retrograde Vesicle-Mediated Transport, Golgi to Endoplasmic Reticulum (GO:0006890)	11/47	0.04706278913195008	0.8486588663092364	0	0	1.9466609202479168	5.949526490185267	GOLPH3;COG7;TMEM115;KDELR1;PTGES2;LMAN2;STX18;BNIP1;UBE2Z;ATP9B;ERGIC1
Establishment of Mitotic Spindle Localization (GO:0040001)	9/36	0.04755241620950657	0.8486588663092364	0	0	2.123169681309216	6.467010679846795	GPSM2;NSFL1C;NUMA1;KAT5;PLK1;INPPL1;CLASP1;KPNB1;CDK5RAP2
Negative Regulation of Double-Strand Break Repair (GO:2000780)	9/36	0.04755241620950657	0.8486588663092364	0	0	2.123169681309216	6.467010679846795	PARPBP;KAT5;FBH1;KLHL15;OGG1;MAGEF1;PLK1;TP53BP1;NUDT16L1
Sister Chromatid Segregation (GO:0000819)	9/36	0.04755241620950657	0.8486588663092364	0	0	2.123169681309216	6.467010679846795	LATS1;KIF18A;KIFC1;NCAPG2;PLK1;INO80;KNL1;TUBG1;SKA2
Regulation of Proteolysis (GO:0030162)	12/53	0.04915744530745118	0.873586125506145	0	0	1.8647990914498946	5.618130502511497	BAG6;HDAC2;UBXN2A;PLK1;RHOBTB3;SPOP;FADD;BTRC;AURKAIP1;OGT;HDAC6;PARL
+ Reg of Nuclear-Transcribed mRNA Cat Proc, Deadenylation-Dep Decay (GO:1900153)	4/11	0.05092773030412795	0.8826070284938539	0	0	3.637224971049584	10.82928341680224	TNRC6C;DHX36;CPEB3;ZFP36L1
Positive Regulation of Spindle Checkpoint (GO:0090232)	4/11	0.05092773030412795	0.8826070284938539	0	0	3.637224971049584	10.82928341680224	INCENP;TPR;KNL1;MAD1L1
Regulation of T Cell Mediated Immunity (GO:0002709)	4/11	0.05092773030412795	0.8826070284938539	0	0	3.637224971049584	10.82928341680224	CLCF1;WAS;ZBTB1;TRPM4
Regulation of Cell Communication by Electrical Coupling Involved in Cardiac Conduction (GO:1901844)	4/11	0.05092773030412795	0.8826070284938539	0	0	3.637224971049584	10.82928341680224	CAV1;CALM3;SRI;CALM2
Regulation of Programmed Necrotic Cell Death (GO:0062098)	4/11	0.05092773030412795	0.8826070284938539	0	0	3.637224971049584	10.82928341680224	ITCH;SPATA2;CFLAR;OGT
Regulation of Telomerase RNA Localization to Cajal Body (GO:1904872)	4/11	0.05092773030412795	0.8826070284938539	0	0	3.637224971049584	10.82928341680224	EXOSC10;DKC1;CCT8;CCT7
Negative Regulation of Autophagy (GO:0010507)	14/65	0.051637544932527354	0.8912257755021388	0	0	1.7492893607147	5.184029964218724	CTSA;RUBCN;STAT3;TSC1;SNRNP70;RRAGB;MLST8;ZKSCAN3;WDR6;TBC1D14;SMCR8;VHL;EIF4E;EIF4G2
Microtubule Nucleation (GO:0007020)	7/26	0.0536355984239876	0.8951146196782899	0	0	2.3460172008775166	6.863372514654577	NEDD1;SLAIN2;TUBGCP3;TPPP;TUBG1;CLASP1;HAUS2
Negative Regulation of DNA Biosynthetic Process (GO:2000279)	7/26	0.0536355984239876	0.8951146196782899	0	0	2.3460172008775166	6.863372514654577	EXOSC10;NIBAN2;XRN1;NAT10;HNRNPA1;TERF2;PML
Negative Regulation of Macroautophagy (GO:0016242)	7/26	0.0536355984239876	0.8951146196782899	0	0	2.3460172008775166	6.863372514654577	RUBCN;CLEC16A;TSC1;SMCR8;TMEM39A;SEC22B;HDAC6
Protein Maturation (GO:0051604)	29/158	0.05495144270360917	0.8951146196782899	0	0	1.4340278078072883	4.160552541711621	NAA60;PIGU;NAA20;CISD1;ECE1;TMEM260;PARL;CIAO1;KLK6;ZMPSTE24;HSPD1;NFU1;APH1A;FNTA;LONP2;DHPS;LTO1;KLK10;UBAC1;KLK11;AFG3L2;ATG4C;PIGK;SDE2;TLL2;NAA16;AURKAIP1;OGT;METAP1
Positive Regulation of Lipid Storage (GO:0010884)	5/16	0.055408520908526326	0.8951146196782899	0	0	2.89364340046242	8.37137369951588	EHD1;ZC3H12A;PLIN2;NFKB1;SREBF2
Protein Alkylation (GO:0008213)	5/16	0.055408520908526326	0.8951146196782899	0	0	2.89364340046242	8.37137369951588	PRMT2;CSKMT;FAM98B;METTL21A;GSPT1
Regulation of DNA Strand Elongation (GO:0060382)	5/16	0.055408520908526326	0.8951146196782899	0	0	2.89364340046242	8.37137369951588	TFPT;RUVBL1;NUCKS1;INO80;UCHL5
Ribosomal Small Subunit Assembly (GO:0000028)	5/16	0.055408520908526326	0.8951146196782899	0	0	2.89364340046242	8.37137369951588	RPS14;RPS27L;MRPS7;RCC1L;RPSA2
Negative Regulation of Telomere Maintenance via Telomerase (GO:0032211)	6/21	0.055533639263372465	0.8951146196782899	0	0	2.546755162241888	7.362074071186231	EXOSC10;XRN1;NAT10;HNRNPA1;TERF2;PML
snRNA 3'-End Processing (GO:0034472)	6/21	0.055533639263372465	0.8951146196782899	0	0	2.546755162241888	7.362074071186231	INTS12;INTS14;INTS1;EXOSC9;INTS2;TUT1
Microtubule Polymerization (GO:0046785)	9/37	0.05554794738432522	0.8951146196782899	0	0	2.0472235405790222	5.917517484279265	NEDD1;SLAIN2;TUBGCP3;MAP4;TPPP;TUBG1;CKAP5;CLASP1;HAUS2
Spliceosomal snRNP Assembly (GO:0000387)	9/37	0.05554794738432522	0.8951146196782899	0	0	2.0472235405790222	5.917517484279265	PRMT7;USP4;PRPF3;DDX20;GEMIN5;SNRPE;SRSF10;LSM2;WDR77
Positive Regulation of DNA-templated Transcription, Elongation (GO:0032786)	12/54	0.05569320896526703	0.8951146196782899	0	0	1.8202935276106007	5.256820328745851	MED23;TCERG1;MED14;MED25;CCNT2;PARP1;ZMYND8;MED8;SUPT4H1;LEO1;MED9;ELL3
RNA Polymerase II Preinitiation Complex Assembly (GO:0051123)	13/60	0.05692411498823484	0.8951146196782899	0	0	1.7623392456837221	5.050928099715507	GTF2A2;TBP;TAF11;MED8;MED9;MED23;MED14;MED25;TAF8;TAF6;TAF5;TAF3;TAF2
Dendritic Spine Maintenance (GO:0097062)	3/7	0.057411977275503095	0.8951146196782899	0	0	4.77292817679558	13.638653405625327	ITGA3;PICK1;IGF1R
Double-Strand Break Repair via Alternative Nonhomologous End Joining (GO:0097681)	3/7	0.057411977275503095	0.8951146196782899	0	0	4.77292817679558	13.638653405625327	PLK1;LRIG3;RHNO1
Positive Regulation of Chromatin Binding (GO:0035563)	3/7	0.057411977275503095	0.8951146196782899	0	0	4.77292817679558	13.638653405625327	MED25;DTX3L;DDX11
Positive Regulation of Fibroblast Migration (GO:0010763)	3/7	0.057411977275503095	0.8951146196782899	0	0	4.77292817679558	13.638653405625327	PRKCE;THBS1;PTK2
Positive Regulation of Receptor Catabolic Process (GO:2000646)	3/7	0.057411977275503095	0.8951146196782899	0	0	4.77292817679558	13.638653405625327	ITCH;DTX3L;APOE
Positive Regulation of Ryanodine-Sensitive Calcium-Release Channel Activity (GO:0060316)	3/7	0.057411977275503095	0.8951146196782899	0	0	4.77292817679558	13.638653405625327	CALM3;CALM1;CALM2
Regulation of Cdc42 Protein Signal Transduction (GO:0032489)	3/7	0.057411977275503095	0.8951146196782899	0	0	4.77292817679558	13.638653405625327	NRP1;ABL1;APOE
Regulation of Aggrephagy (GO:1905335)	3/7	0.057411977275503095	0.8951146196782899	0	0	4.77292817679558	13.638653405625327	KAT5;HSPB8;HDAC6
Regulation of Organ Growth (GO:0046620)	3/7	0.057411977275503095	0.8951146196782899	0	0	4.77292817679558	13.638653405625327	LATS1;WWC1;PTEN
Regulation of Protein Localization to Cell Cortex (GO:1904776)	3/7	0.057411977275503095	0.8951146196782899	0	0	4.77292817679558	13.638653405625327	GPSM2;NUMA1;PLK1
Regulation of Protein Localization to Cilium (GO:1903564)	3/7	0.057411977275503095	0.8951146196782899	0	0	4.77292817679558	13.638653405625327	CCDC88A;GDI2;GAS8
Regulatory ncRNA-mediated Heterochromatin Formation (GO:0031048)	3/7	0.057411977275503095	0.8951146196782899	0	0	4.77292817679558	13.638653405625327	RBM15;DNMT3A;NRDE2
Regulation of Type I Interferon Production (GO:0032479)	14/66	0.057670205751619595	0.8958105293418244	0	0	1.7155496131087846	4.894488099434428	RAB2B;CUL3;USP22;XIAP;ZC3HAV1;ITCH;RNF125;RNF216;STING1;IRF1;BANF1;GAPDH;ZCCHC3;TRIM56
Cellular Response to Glucose Starvation (GO:0042149)	10/43	0.05892055094285889	0.9085029068174639	0	0	1.9301956044939796	5.465474966809127	TBL2;KAT5;SESN1;ZC3H12A;PICK1;PLIN2;HNRNPA1;KPTN;SIRT1;YWHAZ
Regulation of Epithelial Cell Migration (GO:0010632)	10/43	0.05892055094285889	0.9085029068174639	0	0	1.9301956044939796	5.465474966809127	BMPR2;DUSP10;SRC;PRKCE;TACSTD2;MCC;HDAC6;RTN4;CLASP1;PTK2
DNA Damage Response, Signal Transduction by P53 Class Mediator (GO:0030330)	8/32	0.059967708384832834	0.9178998867371857	0	0	2.1227552275522754	5.973325067043186	PIDD1;MUC1;KAT5;USP32;BCL3;RPS27L;PML;BATF
Regulation of Cholesterol Efflux (GO:0010874)	8/32	0.059967708384832834	0.9178998867371857	0	0	2.1227552275522754	5.973325067043186	EEPD1;ABCA3;CAV1;APOE;SIRT1;NFKB1;SREBF2;TTC39B
Organelle Organization (GO:0006996)	71/437	0.06094988299347615	0.9263565732222867	0	0	1.2397125522036494	3.468347951374041	NUMA1;UBXN2A;FAF2;PARK7;GABPB1;SYNE1;CHCHD2;MDK;VPS72;ZMYM4;FAM174B;TMED3;MLST8;LONP2;BANF1;KIFAP3;TMED7;RAB2B;PRKCI;COG8;JAGN1;COG7;FBXW8;PARP1;COG5;TPM1;VPS13D;COG2;LIG4;WDR73;ATAD3A;GOLGA8B;YME1L1;PHIP;OBSL1;BLZF1;ATL3;SAR1B;ATL2;TOR1AIP2;PLD6;RTN4;CNN2;ARHGAP21;STRIP2;VPS51;ATXN7;PACSIN2;BNIP1;LRIG3;APOE;CLASP1;SEC31A;CENPT;FIS1;PTGES2;SEC16A;CAV1;LYSMD3;LARP4;TOR1B;KLHL20;NSFL1C;DIAPH1;GOLPH3;RAB14;KRT16;CHMP2B;RANBP10;TRIP11;BRWD1
Epidermal Growth Factor Receptor Signaling Pathway (GO:0007173)	11/49	0.06125104677014742	0.9263565732222867	0	0	1.843991211867867	5.149851338912802	PIGU;ERBB3;KIF16B;SRC;AKT1;TGFA;PTK2B;CTNNB1;HDAC6;PTK2;FAM83A
Regulation of Stem Cell Differentiation (GO:2000736)	11/49	0.06125104677014742	0.9263565732222867	0	0	1.843991211867867	5.149851338912802	HDAC2;ITCH;KAT5;RBBP4;METTL3;SETD1A;TACSTD2;OCIAD1;SIRT6;MTA2;GATAD2A
Regulation of Organelle Organization (GO:0033043)	19/97	0.062206593025662615	0.9263565732222867	0	0	1.5526928302030192	4.312284927809076	PRMT6;SAR1B;SEC16A;STX18;CLEC16A;MYO5A;INO80;RBSN;PTK2;UCHL5;PARL;CAMSAP2;DIAPH1;TFPT;GOLPH3;RUVBL1;TOM1;PKN2;TECPR1
Cellular Respiration (GO:0045333)	17/85	0.06359232663185922	0.9263565732222867	0	0	1.593298778230285	4.389956321350969	NDUFB9;NDUFB7;CCNI;NDUFB6;NDUFA12;COX4I1;ETFDH;ETFA;HCCS;COX7A2;COX5A;NDUFS7;NDUFS6;ETFRF1;CYCS;NDUFS1;SLC25A14
DNA Synthesis Involved in DNA Repair (GO:0000731)	7/27	0.06423953099400954	0.9263565732222867	0	0	2.2285872371818516	6.117776190977564	RFC3;PCNA;RRM2B;USP32;USP43;ZBTB1;SIRT1
Protein Quality Control for Misfolded or Incompletely Synthesized Proteins (GO:0006515)	7/27	0.06423953099400954	0.9263565732222867	0	0	2.2285872371818516	6.117776190977564	AKIRIN2;AFG3L2;ZER1;KLHL15;CUL3;YME1L1;HDAC6
Regulation of Proteolysis Involved in Protein Catabolic Process (GO:1903050)	7/27	0.06423953099400954	0.9263565732222867	0	0	2.2285872371818516	6.117776190977564	LATS1;USP14;EPHA4;NUB1;UBB;PTK2B;UCHL5
DNA Damage Checkpoint Signaling (GO:0000077)	9/38	0.06436483245379979	0.9263565732222867	0	0	1.9765150647267729	5.421952160190202	H2AX;DTX3L;CHEK1;HUS1;TP53BP1;USP28;CLOCK;RAD9A;RHNO1
Nuclear Transport (GO:0051169)	9/38	0.06436483245379979	0.9263565732222867	0	0	1.9765150647267729	5.421952160190202	NUP214;RANBP2;NPM1;SEC13;NUP188;TPR;NUP88;NUP153;NUP160
Purine Nucleotide Metabolic Process (GO:0006163)	9/38	0.06436483245379979	0.9263565732222867	0	0	1.9765150647267729	5.421952160190202	PRPSAP1;UBL4A;TP53I3;GUK1;IDH1;NUDT17;FHIT;PFAS;COASY
Apoptotic Process (GO:0006915)	40/232	0.06562203659942727	0.9263565732222867	0	0	1.3295058501369181	3.621366154842071	NOTCH2;PPP1R15A;MAGEH1;BMPR2;MCM7;PRUNE2;ITGB2;CXCR4;MRPS30;DDX41;RTN4;BBC3;AKAP1;HSPD1;FXR1;BAG6;PIDD1;ERBB3;CHEK1;BNIP1;AKT1;PTK2B;FADD;ZNF443;PARP1;RIPK2;PRKCE;ZBTB16;DAPK3;LIG4;TNFRSF10B;CFLAR;PML;RHOB;PLSCR1;IRF1;OGT;GAPDH;TNFRSF21;PPARD
Response to Unfolded Protein (GO:0006986)	10/44	0.06735077464514636	0.9263565732222867	0	0	1.8733165348857417	5.053909918519111	TRAM1;HSP90AA1;HSP90AB1;HSPB8;HSPA4L;HSPA6;SERPINH1;TMBIM6;TOR1B;HSPD1
Fc-gamma Receptor Signaling Pathway Involved in Phagocytosis (GO:0038096)	6/22	0.0679069293475737	0.9263565732222867	0	0	2.387444690265487	6.421312296725479	YES1;SRC;PRKCE;PLA2G6;PTK2;VAV2
Chaperone-Mediated Protein Complex Assembly (GO:0051131)	6/22	0.0679069293475737	0.9263565732222867	0	0	2.387444690265487	6.421312296725479	CCT2;HSP90AA1;HSP90AB1;BBS10;PSMG1;HSPD1
Monocarboxylic Acid Catabolic Process (GO:0072329)	6/22	0.0679069293475737	0.9263565732222867	0	0	2.387444690265487	6.421312296725479	PLA2G15;ACOT8;NUDT19;FAH;AGXT;PPARD
Positive Regulation of Cholesterol Efflux (GO:0010875)	6/22	0.0679069293475737	0.9263565732222867	0	0	2.387444690265487	6.421312296725479	EEPD1;ABCA3;CAV1;APOE;SIRT1;NFKB1
Positive Regulation of Interferon-Alpha Production (GO:0032727)	6/22	0.0679069293475737	0.9263565732222867	0	0	2.387444690265487	6.421312296725479	GPNMB;RIPK2;STAT1;DHX36;ZC3HAV1;HSPD1
DNA Strand Elongation (GO:0022616)	4/12	0.06841181501416146	0.9263565732222867	0	0	3.182387619749447	8.535831054697802	RFC3;RFC4;MCM7;MCM4
N-terminal Protein Amino Acid Modification (GO:0031365)	4/12	0.06841181501416146	0.9263565732222867	0	0	3.182387619749447	8.535831054697802	NAA60;NAA20;NAA16;METAP1
UV-damage Excision Repair (GO:0070914)	4/12	0.06841181501416146	0.9263565732222867	0	0	3.182387619749447	8.535831054697802	ERCC1;INO80;SIRT1;CUL4B
Cellular Component Maintenance (GO:0043954)	4/12	0.06841181501416146	0.9263565732222867	0	0	3.182387619749447	8.535831054697802	CLDN3;ITGA3;PICK1;IGF1R
Cellular Response to Angiotensin (GO:1904385)	4/12	0.06841181501416146	0.9263565732222867	0	0	3.182387619749447	8.535831054697802	SRC;CAV1;AGXT;NFKB1
Interleukin-6-Mediated Signaling Pathway (GO:0070102)	4/12	0.06841181501416146	0.9263565732222867	0	0	3.182387619749447	8.535831054697802	SRC;CTR9;STAT3;IL6R
Isotype Switching (GO:0045190)	4/12	0.06841181501416146	0.9263565732222867	0	0	3.182387619749447	8.535831054697802	RNF168;PCYT1A;LIG4;HSPD1
Negative Regulation of Cell Cycle Phase Transition (GO:1901988)	4/12	0.06841181501416146	0.9263565732222867	0	0	3.182387619749447	8.535831054697802	TMSB4X;PTEN;APBB2;ZFP36L1
- Reg of Intrinsic Apoptotic Sgnlng Pway in Resp to DNA Damage by P53 Cls Mediator (GO:1902166)	4/12	0.06841181501416146	0.9263565732222867	0	0	3.182387619749447	8.535831054697802	MUC1;ING3;KDM1A;SIRT1
Negative Regulation of Transmembrane Transport (GO:0034763)	4/12	0.06841181501416146	0.9263565732222867	0	0	3.182387619749447	8.535831054697802	SLC43A2;AKT2;THBS1;OAZ3
Primary miRNA Processing (GO:0031053)	4/12	0.06841181501416146	0.9263565732222867	0	0	3.182387619749447	8.535831054697802	PUS10;METTL3;DROSHA;SRSF3
Regulation of ATP Biosynthetic Process (GO:2001169)	4/12	0.06841181501416146	0.9263565732222867	0	0	3.182387619749447	8.535831054697802	PARP1;SPHK2;TMSB4X;ATPSCKMT
Regulation of Mitotic Sister Chromatid Separation (GO:0010965)	4/12	0.06841181501416146	0.9263565732222867	0	0	3.182387619749447	8.535831054697802	INCENP;TPR;KNL1;CDK5RAP2
Vascular Endothelial Cell Response to Fluid Shear Stress (GO:0097699)	4/12	0.06841181501416146	0.9263565732222867	0	0	3.182387619749447	8.535831054697802	GNAS;AKT1;PKN2;PTK2
tRNA Processing (GO:0008033)	11/50	0.06929283901093487	0.9263565732222867	0	0	1.7966051926155362	4.795882534962599	TRMU;SARS1;KARS1;RPP21;NSUN6;METTL6;FAM98B;THUMPD1;TRDMT1;FARS2;RTRAF
Cytoskeleton Organization (GO:0007010)	22/117	0.06934061675520097	0.9263565732222867	0	0	1.4763157894736842	3.9398800345974663	PRKCI;NCOA3;TPM1;LARP4;KLHL20;CNN2;DIAPH1;STRIP2;MDK;VPS72;ZMYM4;PPP2R3C;KRT16;PACSIN2;RANBP10;MLST8;PTK2B;PHIP;APOE;BRWD1;OBSL1;CLASP1
Calcineurin-Mediated Signaling (GO:0097720)	5/17	0.07001789072757866	0.9263565732222867	0	0	2.6523528689028137	7.0526181815508	NFATC2;CALM3;CALM1;CALM2;NFATC4
Epithelial Cell Morphogenesis (GO:0003382)	5/17	0.07001789072757866	0.9263565732222867	0	0	2.6523528689028137	7.0526181815508	COL18A1;CLDN3;RILPL2;AMOTL2;GRHL2
Intraciliary Anterograde Transport (GO:0035720)	5/17	0.07001789072757866	0.9263565732222867	0	0	2.6523528689028137	7.0526181815508	IFT74;IFT22;IFT122;CLUAP1;IFT56
Negative Regulation of Cellular Senescence (GO:2000773)	5/17	0.07001789072757866	0.9263565732222867	0	0	2.6523528689028137	7.0526181815508	PTEN;ZKSCAN3;SIRT6;SIRT1;TERF2
Negative Regulation of Intracellular Protein Transport (GO:0090317)	5/17	0.07001789072757866	0.9263565732222867	0	0	2.6523528689028137	7.0526181815508	NFKBIA;YWHAB;SIRT6;PARK7;RANGAP1
Negative Regulation of Telomere Maintenance (GO:0032205)	5/17	0.07001789072757866	0.9263565732222867	0	0	2.6523528689028137	7.0526181815508	RTEL1;PARP1;SRC;ERCC1;TERF2
rRNA Transcription (GO:0009303)	5/17	0.07001789072757866	0.9263565732222867	0	0	2.6523528689028137	7.0526181815508	GTF3C5;TAF1B;MARS1;GTF3A;SPNS1
Regulation of Hematopoietic Progenitor Cell Differentiation (GO:1901532)	5/17	0.07001789072757866	0.9263565732222867	0	0	2.6523528689028137	7.0526181815508	ITCH;KAT5;METTL3;SETD1A;DHX36
Regulation of Leukocyte Chemotaxis (GO:0002688)	5/17	0.07001789072757866	0.9263565732222867	0	0	2.6523528689028137	7.0526181815508	EDN3;ZNF580;MDK;PTK2B;IL6R
