Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Endocytosis	35/252	0.47260136785229395	0.9999948017010682	0	0	1.025873781154942	0.7688954970329746	WASHC4;WASHC5;WIPF1;SRC;WIPF2;CLTC;SNX12;CXCR4;PRKCZ;IGF1R;CYTH2;GRK2;GRK6;RAB11FIP3;AP2M1;WASHC3;PRKCI;IQSEC1;SMURF1;CAV1;VTA1;HSPA6;VPS37C;ARPC5;RBSN;PML;ARFGAP2;EHD1;ACAP3;ITCH;ACAP2;CHMP2B;STAM2;VPS28;FGFR2
Bacterial invasion of epithelial cells	11/77	0.47906817836529636	0.9999948017010682	0	0	1.0599679842383942	0.7800435375279057	SRC;CAV1;CLTC;GAB1;CTNNA1;CTNNB1;CTNNA3;ARPC5;SEPTIN9;MET;PTK2
Bladder cancer	6/41	0.4905241164560657	0.9999948017010682	0	0	1.0902022756005056	0.7765301862009206	NRAS;MAP2K2;SRC;DAPK3;RAF1;THBS1
Oocyte meiosis	18/129	0.4907793762277803	0.9999948017010682	0	0	1.0312912912912913	0.7340324956351434	YWHAB;PLK1;FBXO43;PKMYT1;YWHAZ;IGF1R;PTTG1;YWHAQ;CDC26;ANAPC5;CALM3;BTRC;CALM1;CPEB3;CALM2;BUB1;CAMK2G;MAD1L1
AGE-RAGE signaling pathway in diabetic complications	14/100	0.49632887486285526	0.9999948017010682	0	0	1.0352621439383514	0.7252182321041307	STAT1;PRKCE;STAT3;VEGFB;PRKCZ;NFKB1;DIAPH1;MAPK8;NRAS;AKT2;PIM1;AKT1;PLCB1;PLCD3
Ribosome biogenesis in eukaryotes	15/108	0.5062878604727625	0.9999948017010682	0	0	1.025682336233337	0.698130556243117	RBM28;WDR36;WDR3;NAT10;NMD3;REXO2;REXO5;TBL3;XRN1;DKC1;BMS1;MPHOSPH10;DROSHA;RIOK1;RPP25
Colorectal cancer	12/86	0.5082572106984581	0.9999948017010682	0	0	1.0312219092706898	0.6978976170985218	MAPK8;NRAS;MAP2K2;AKT2;AKT1;RAC3;TGFA;CTNNB1;CYCS;FOS;RAF1;BBC3
Collecting duct acid secretion	4/27	0.5097719905626722	0.9999948017010682	0	0	1.1059562333792574	0.7451841644130308	ATP6V0A2;TCIRG1;ATP6V1D;ATP6V0C
Fatty acid elongation	4/27	0.5097719905626722	0.9999948017010682	0	0	1.1059562333792574	0.7451841644130308	MECR;TECR;PPT1;THEM4
Axon guidance	25/182	0.5098820026899579	0.9999948017010682	0	0	1.0125922124119857	0.6820577587120006	SEMA5B;NRP1;BMPR2;SEMA3D;SRC;SEMA3B;CXCR4;PRKCZ;MYL12A;ROBO1;GNAI2;NRAS;ABL1;RAC3;CAMK2G;PAK2;EPHA4;SEMA4D;SEMA4B;NFATC2;PTK2;NFATC4;PLXNB2;RAF1;MET
Human T-cell leukemia virus 1 infection	30/219	0.511301552741098	0.9999948017010682	0	0	1.009365551776266	0.6770781122861451	NRP1;VAC14;CRTC1;ITGB2;PTEN;XIAP;ELK4;NRAS;MAPK8;KAT5;PTTG1;AKT2;CDC26;CHEK1;AKT1;FDPS;MAP2K2;TBP;NFATC2;FOS;NFKB1;NFATC4;NFKB2;NFKBIA;CCNA2;TBPL1;ANAPC5;LTBR;MAD1L1;ATR
Salmonella infection	34/249	0.5163605817502921	0.9999948017010682	0	0	1.0055765431670884	0.6646357716665289	HSP90AB1;CSE1L;DCTN4;TXN;KLC1;FBXO22;MYL12A;HSP90B1;CYTH2;MAPK8;KLC2;AKT2;AKT1;FADD;S100A10;HSP90AA1;MAP2K2;RIPK2;TNFRSF10B;FOS;ARPC5;DYNLL1;NFKB1;RHOB;NFKBIA;TUBB2A;VPS41;CTNNB1;CYCS;EXOC5;TAB1;RAF1;GAPDH;EXOC2
Neomycin, kanamycin and gentamicin biosynthesis	1/5	0.518289170230293	0.9999948017010682	0	0	1.589804931910195	1.0448546955537168	HK1
Non-small cell lung cancer	10/72	0.5223850535303943	0.9999948017010682	0	0	1.0256349168532901	0.6659963538603626	NRAS;MAP2K2;AKT2;RASSF5;STAT3;AKT1;TGFA;RAF1;MET;FHIT
Transcriptional misregulation in cancer	26/192	0.5399791579148825	0.9999948017010682	0	0	0.9958466854043216	0.6136653614297679	ATF1;HDAC2;CCNT2;KMT2A;FLT3;TMPRSS2;MLLT3;IGF1R;ELK4;NFKBIZ;SS18;ZBTB16;ASPSCR1;KLF3;NFKB1;PTK2;DUSP6;SUPT3H;PML;CCNA2;MEIS1;NCOR1;EWSR1;SP1;RARA;MET
Non-homologous end-joining	2/13	0.5441805318922074	0.9999948017010682	0	0	1.156178872673718	0.7035050459205366	DCLRE1C;LIG4
Mucin type O-glycan biosynthesis	5/36	0.552309903471562	0.9999948017010682	0	0	1.0255876722590158	0.6088359894508898	GALNT6;GALNT4;GALNTL6;C1GALT1C1L;ST6GALNAC4
Tyrosine metabolism	5/36	0.552309903471562	0.9999948017010682	0	0	1.0255876722590158	0.6088359894508898	ALDH3B2;FAHD1;TH;ALDH3B1;FAH
Focal adhesion	27/201	0.5574815205129771	0.9999948017010682	0	0	0.9865067466266867	0.5764414655240326	SRC;PTEN;XIAP;LAMC2;THBS1;MYL12A;IGF1R;THBS3;MAPK8;AKT2;AKT1;RAC3;PAK2;PPP1R12A;LAMB3;ITGA3;LAMB2;ACTN1;CAV1;VEGFB;PTK2;PGF;VAV2;DIAPH1;CTNNB1;RAF1;MET
Pantothenate and CoA biosynthesis	3/21	0.5580821685001395	0.9999948017010682	0	0	1.0597912829957028	0.6181222823900746	ALDH3A2;COASY;BCAT2
Ras signaling pathway	31/232	0.5698668130815322	0.9999948017010682	0	0	0.9804179696974746	0.5513406009316191	FLT3;TGFA;PLA2G6;IGF1R;NRAS;MAPK8;AKT2;RASSF5;ABL1;AKT1;RAC3;PAK2;RALBP1;MAP2K2;PLA2G2C;GAB1;VEGFB;FLT3LG;KSR2;PGF;NFKB1;GNB2;CALM3;RIN1;CALM1;RAF1;CALM2;RGL2;MET;EXOC2;FGFR2
Signaling pathways regulating pluripotency of stem cells	19/143	0.5794067673429255	0.9999948017010682	0	0	0.974082396108475	0.5316059681595362	ACVR1;PCGF6;MAP2K2;FZD2;BMPR2;RIF1;SETDB1;STAT3;IGF1R;NRAS;MEIS1;ZIC3;AKT2;DVL2;AKT1;CTNNB1;RAF1;SKIL;FGFR2
Long-term depression	8/60	0.5801987977869669	0.9999948017010682	0	0	0.9781436275901221	0.5324862094484384	GNA13;NRAS;MAP2K2;GNAS;PLCB1;RAF1;IGF1R;GNAI2
Inflammatory mediator regulation of TRP channels	13/98	0.5821847934832237	0.9999948017010682	0	0	0.9723214091551593	0.5259941526582077	PRKCH;SRC;PRKCE;PLA2G6;MAPK8;GNAS;BDKRB2;BDKRB1;CALM3;CALM1;PLCB1;CALM2;CAMK2G
Wnt signaling pathway	22/166	0.5850883007072178	0.9999948017010682	0	0	0.9711815858885592	0.5205460478845513	TLE1;FZD2;CTNND2;CHD8;CTNNBIP1;NFATC2;CACYBP;SENP2;NFATC4;LRP6;VANGL1;MAPK8;DAAM1;RUVBL1;DVL2;RAC3;CTNNB1;TBL1X;BTRC;PLCB1;CAMK2G;PPARD
Fc epsilon RI signaling pathway	9/68	0.5876696284947667	0.9999948017010682	0	0	0.9698181203896615	0.5155459494819068	MAPK8;NRAS;MAP2K2;AKT2;INPP5D;AKT1;RAC3;RAF1;VAV2
Endocrine and other factor-regulated calcium reabsorption	7/53	0.593071015405271	0.9999948017010682	0	0	0.9674915401023206	0.5054573744348712	CLTC;BDKRB2;ATP2B4;GNAS;ATP1B1;PLCB1;AP2M1
Glucagon signaling pathway	14/107	0.603605944492119	0.9999948017010682	0	0	0.9569494814532036	0.483100351014526	PRKAB2;PHKB;SIRT1;PKM;AKT2;GNAS;AKT1;CALM3;CALM1;PLCB1;CALM2;CAMK2G;PFKM;PCK2
Adipocytokine signaling pathway	9/69	0.6059627856560186	0.9999948017010682	0	0	0.9535991140642304	0.4776927977155211	NFKBIA;PRKAB2;MAPK8;AKT2;STAT3;AKT1;ADIPOR2;NFKB1;PCK2
Amphetamine addiction	9/69	0.6059627856560186	0.9999948017010682	0	0	0.9535991140642304	0.4776927977155211	HDAC2;TH;GNAS;CALM3;FOS;CALM1;SIRT1;CAMK2G;CALM2
Amyotrophic lateral sclerosis	48/364	0.6129953231525931	0.9999948017010682	0	0	0.9652112075096003	0.4723724080050639	NDUFB9;NDUFB7;NUP188;NDUFB6;NDUFA12;COX4I1;DCTN4;ATP5MC2;COX7A2;KLC1;COX5A;NDUFC2-KCTD14;NUP160;HDAC6;PSMD6;PSMD7;KLC2;ATG101;TPR;UBQLN1;NUP88;HNRNPA1;RAE1;DNAI1;NUP214;RANBP2;SEC13;NUP153;WIPI1;ATP5F1C;ATG13;ATP5F1E;SETX;PSMA5;ATXN2L;PSMA3;TUBB2A;PSMA1;NDUFS7;NRG3;PSMC4;NDUFS6;PSMC2;CHMP2B;SRSF3;CYCS;NDUFS1;SMCR8
Insulin resistance	14/108	0.6181001189889171	0.9999948017010682	0	0	0.9467140878761173	0.45546872012577916	PRKAB2;PRKCE;STAT3;PTEN;PRKCZ;NFKB1;NFKBIA;MAPK8;AKT2;PPP1R3E;AKT1;OGT;SLC27A5;PCK2
Renin-angiotensin system	3/23	0.6222003257998877	0.9999948017010682	0	0	0.9537016574585635	0.45252492353349427	CTSA;LNPEP;PRCP
GnRH signaling pathway	12/93	0.6225542214004511	0.9999948017010682	0	0	0.9417207303386165	0.4463045750325251	MAPK8;NRAS;MAP2K2;SRC;GNAS;PTK2B;CALM3;PLCB1;RAF1;CALM1;CAMK2G;CALM2
Galactose metabolism	4/31	0.6235859091578325	0.9999948017010682	0	0	0.941892518900625	0.44482639124812806	UGP2;PGM2;PFKM;HK1
Epithelial cell signaling in Helicobacter pylori infection	9/70	0.6238425748083637	0.9999948017010682	0	0	0.9379118784379936	0.4425604975698201	NFKBIA;MAPK8;SRC;ATP6V0A2;TCIRG1;ATP6V0C;MET;ATP6V1D;NFKB1
RIG-I-like receptor signaling pathway	9/70	0.6238425748083637	0.9999948017010682	0	0	0.9379118784379936	0.4425604975698201	NFKBIA;SIKE1;MAPK8;RNF125;NLRX1;STING1;TRIM25;FADD;NFKB1
Thiamine metabolism	2/15	0.6245320386380923	0.9999948017010682	0	0	0.9781919111816019	0.4604864323129854	THTPA;TPK1
Various types of N-glycan biosynthesis	5/39	0.6264011892859689	0.9999948017010682	0	0	0.9349320266256153	0.4373277648684796	ALG2;MGAT1;MGAT2;MAN1B1;DDOST
Melanogenesis	13/101	0.6275525945063424	0.9999948017010682	0	0	0.9390102503780877	0.43751097595018784	MAP2K2;FZD2;GNAI2;NRAS;DVL2;GNAS;CTNNB1;CALM3;RAF1;CALM1;PLCB1;CALM2;CAMK2G
Coronavirus disease	30/232	0.6447714331009954	0.9999948017010682	0	0	0.9436881188118812	0.41414639431851136	NRP1;RPL30;RPL31;RPS10-NUDT3;RPL36A;RPS27L;TMPRSS2;RPL10A;RPL6;RPS14;MAPK8;RPS16;RPL18A;RPL37;IL6R;RPL21;STAT1;RPS8;RPL22;STAT3;RPL13A;RPS3A;FOS;NFKB1;RPS26;NFKBIA;STING1;RPL37A;RPL29;RSL24D1
Thermogenesis	30/232	0.6447714331009954	0.9999948017010682	0	0	0.9436881188118812	0.41414639431851136	NDUFB9;KDM3A;SMARCD2;NDUFB7;KDM1A;NDUFB6;NDUFA12;COX4I1;COX17;ATP5MC2;COX7A2;COX5A;NDUFC2-KCTD14;NRAS;MLST8;COA7;PRKAB2;FRS2;SIRT6;TSC1;ATP5F1C;ARID1A;ATP5F1E;NDUFAF6;NDUFS7;RHEB;NDUFS6;AKT1S1;GNAS;NDUFS1
Alzheimer disease	48/369	0.6519904284963571	0.9999948017010682	0	0	0.9498967412230039	0.4062949611129492	NDUFB9;NDUFB7;NDUFB6;NDUFA12;COX4I1;ATP5MC2;COX7A2;KLC1;COX5A;NDUFC2-KCTD14;RTN4;LRP6;APH1A;PSMD6;NRAS;MAPK8;PSMD7;KLC2;ATG101;AKT2;DVL2;AKT1;APOE;FADD;FZD2;MAP2K2;WIPI1;ATP5F1C;ATG13;ATP5F1E;NFKB1;PSMA5;PSMA3;TUBB2A;PSMA1;NDUFS7;PSMC4;NDUFS6;PSMC2;CTNNB1;CYCS;CALM3;NDUFS1;CALM1;PLCB1;RAF1;CALM2;GAPDH
Rap1 signaling pathway	27/210	0.6526181687389562	0.9999948017010682	0	0	0.9374965732770437	0.4000889013511313	DOCK4;SRC;ITGB2;PRKCZ;THBS1;GNAI2;IGF1R;NRAS;SIPA1L1;AKT2;RASSF5;AKT1;RAC3;PRKCI;MAP2K2;VEGFB;PGF;VAV2;GNAS;CTNNB1;CALM3;CALM1;PLCB1;RAF1;CALM2;MET;FGFR2
Tuberculosis	23/180	0.6579693626289298	0.9999948017010682	0	0	0.9308934923129646	0.38966913950979104	HSPA9;RIPK2;SPHK2;SRC;STAT1;SPHK1;ITGB2;TCIRG1;NFKB1;HSPD1;MAPK8;AKT2;RFXAP;ATP6V0A2;AKT1;CYCS;CALM3;FADD;RAF1;CALM1;CALM2;ATP6V0C;CAMK2G
T cell receptor signaling pathway	13/104	0.6703311528767146	0.9999948017010682	0	0	0.9078954317401637	0.363143129483809	MAP2K2;NFATC2;FOS;NFKB1;VAV2;NFKBIA;MAPK8;NRAS;CD8A;AKT2;AKT1;RAF1;PAK2
Ferroptosis	5/41	0.6714455821898229	0.9999948017010682	0	0	0.8828889707990335	0.3516743703349775	STEAP3;PCBP2;SLC3A2;SLC39A8;ATG7
Glutathione metabolism	7/57	0.6716699476141915	0.9999948017010682	0	0	0.8898856510512726	0.35416399602819	GSTO2;RRM2B;MGST3;IDH1;TXNDC12;CHAC1;PGD
Proteoglycans in cancer	26/205	0.678781922722556	0.9999948017010682	0	0	0.9228211875451369	0.3575520313126083	CD63;SRC;SDC2;THBS1;IGF1R;NRAS;ERBB3;CTSL;AKT2;AKT1;DROSHA;CAMK2G;FZD2;MAP2K2;PPP1R12A;CAV1;STAT3;GAB1;FRS2;NUDT16L1;PTK2;VAV2;CTNNB1;ARHGEF1;RAF1;MET
GABAergic synapse	11/89	0.679101367851138	0.9999948017010682	0	0	0.8962708268212517	0.34684325177980635	SLC38A1;GABBR1;SLC12A5;SRC;GNB2;GABRE;GLUL;SLC38A2;GPHN;GNAI2;TRAK2
Fc gamma R-mediated phagocytosis	12/97	0.6814862204530855	0.9999948017010682	0	0	0.8971957740967784	0.34405596029990654	SPHK2;AKT2;PRKCE;INPP5D;SPHK1;INPPL1;WAS;AKT1;ARPC5;RAF1;PLA2G6;VAV2
Riboflavin metabolism	1/8	0.6892454438714201	0.9999948017010682	0	0	0.9083022240916978	0.33803179321298027	ACP2
Vibrio cholerae infection	6/50	0.6904584381032071	0.9999948017010682	0	0	0.8667538213998391	0.3210451811687698	KDELR1;ATP6V0A2;GNAS;TCIRG1;ATP6V0C;ATP6V1D
Relaxin signaling pathway	16/129	0.6916106543894904	0.9999948017010682	0	0	0.8997071982078172	0.33175094245763886	MAP2K2;SRC;VEGFB;FOS;PRKCZ;NFKB1;GNAI2;NFKBIA;MAPK8;NRAS;AKT2;GNB2;GNAS;AKT1;RAF1;PLCB1
Peroxisome	10/82	0.6920492605406202	0.9999948017010682	0	0	0.8826727392089283	0.3249101936601272	ACOT8;PRDX1;IDH1;ECH1;NUDT19;MPV17L2;FAR1;MPV17;PEX1;AGXT
Tryptophan metabolism	5/42	0.692571112466336	0.9999948017010682	0	0	0.8589772965003337	0.31554046241207473	ALDH3A2;AADAT;DLST;DLD;DHTKD1
Nitrogen metabolism	2/17	0.6934400559047874	0.9999948017010682	0	0	0.8476681394207167	0.31032323605365053	CA12;GLUL
Phenylalanine metabolism	2/17	0.6934400559047874	0.9999948017010682	0	0	0.8476681394207167	0.31032323605365053	ALDH3B2;ALDH3B1
Selenocompound metabolism	2/17	0.6934400559047874	0.9999948017010682	0	0	0.8476681394207167	0.31032323605365053	MARS1;MTR
Apelin signaling pathway	17/137	0.6941882083756227	0.9999948017010682	0	0	0.9001419227446624	0.3285627489829859	PRKAB2;MAP2K2;SPHK2;PRKCE;SPHK1;GNAI2;GNA13;NRAS;AKT2;GNB2;AKT1;TFAM;CALM3;RAF1;CALM1;PLCB1;CALM2
Leukocyte transendothelial migration	14/114	0.6992645145370859	0.9999948017010682	0	0	0.8896005917159764	0.3182334301384519	ACTN1;ITGB2;CXCR4;MYL12A;PTK2;VAV2;GNAI2;OCLN;CLDN3;RASSF5;CTNNA1;PTK2B;CTNNB1;CTNNA3
Lipid and atherosclerosis	27/215	0.7008531569447808	0.9999948017010682	0	0	0.9122963068383975	0.3242820083811838	HSP90AB1;SRC;HSP90B1;HSPD1;NRAS;MAPK8;AKT2;AKT1;CAMK2G;HSP90AA1;STAT3;HSPA6;NFATC2;TNFRSF10B;FOS;PTK2;NFKB1;VAV2;NFKBIA;CYCS;CALM3;ARHGEF1;TAB1;CALM1;PLCB1;CALM2;NFE2L2
Shigellosis	31/246	0.7029777777758508	0.9999948017010682	0	0	0.9158255511030716	0.3227643973558597	SRC;MYL12A;HK1;CYTH2;MAPK8;SHARPIN;CAPNS1;UBB;AKT2;AKT1;BTRC;RIPK2;ACTN1;PRKCE;WIPI1;ARPC5;SEPTIN9;PTK2;NFKB1;NFKBIA;DIAPH1;STING1;RRAGB;ATG16L1;AKT1S1;UBE2N;CYCS;TAB1;PLCB1;PLCD3;TECPR1
Herpes simplex virus 1 infection	64/498	0.7062821973192261	0.9999948017010682	0	0	0.936133268972319	0.3255313653030284	ZNF133;ZNF571;ZNF251;ZNF250;ZFP30;ZNF805;ZNF529;ZNF83;AKT2;ZNF768;AKT1;ZNF567;EIF2B1;ZNF443;ZNF641;ZNF283;ZFP1;ZNF480;TSC1;HCFC2;HCFC1;ZNF879;SRSF3;ZNF554;ZNF432;ZNF550;ZNF230;SRC;ZNF2;ZNF3;ZNF25;ZNF7;ZNF707;ZNF669;ZNF468;ZNF589;FADD;ZNF302;ZNF544;ZNF786;ZNF621;ZNF224;ZNF620;ZNF221;ZNF584;EIF2B5;ZNF782;EIF2B3;EIF2B2;ZNF140;STAT1;ZNF181;NFKB1;PML;NFKBIA;STING1;RHEB;ZNF418;ZNF778;CYCS;ZNF337;TAB1;ZNF610;ZNF212
Long-term potentiation	8/67	0.7063866058734363	0.9999948017010682	0	0	0.861742447932954	0.2995352902344377	NRAS;MAP2K2;CALM3;PLCB1;RAF1;CALM1;CAMK2G;CALM2
Human papillomavirus infection	42/331	0.7088915685371159	0.9999948017010682	0	0	0.9228590935187053	0.3175121627695733	NOTCH2;HDAC2;PTEN;LAMC2;TCIRG1;RBPJ;PRKCZ;THBS1;THBS3;LFNG;NRAS;PPP2R3C;AKT2;ATP6V0A2;DVL2;AKT1;FADD;ATP6V1D;PRKCI;FZD2;MAP2K2;TBP;LAMB3;STAT1;ITGA3;LAMB2;TSC1;TUBG1;PTK2;NFKB1;CCNA2;PKM;RHEB;IRF1;GNAS;TBPL1;CTNNB1;MAML3;RAF1;ATP6V0C;LLGL2;ATR
FoxO signaling pathway	16/131	0.71513963006393	0.9999948017010682	0	0	0.8839571332024587	0.2963709099280868	PLK4;PRKAB2;MAP2K2;PLK1;STAT3;PTEN;SIRT1;IGF1R;MAPK8;NRAS;AKT2;CCNG2;AKT1;RAF1;SGK1;PCK2
Nicotinate and nicotinamide metabolism	4/35	0.7191046488807338	0.9999948017010682	0	0	0.8201678275132527	0.27044901575975716	PNP;SIRT6;SIRT1;NADK
Chronic myeloid leukemia	9/76	0.7213408738550215	0.9999948017010682	0	0	0.853622254177617	0.27883013871651946	NFKBIA;HDAC2;NRAS;MAP2K2;AKT2;ABL1;AKT1;RAF1;NFKB1
Pertussis	9/76	0.7213408738550215	0.9999948017010682	0	0	0.853622254177617	0.27883013871651946	MAPK8;IRF1;ITGB2;CALM3;FOS;CALM1;CALM2;NFKB1;GNAI2
Mitophagy	8/68	0.7222155214746847	0.9999948017010682	0	0	0.8473308733087331	0.27574830829133096	FIS1;MAPK8;NRAS;UBB;SRC;SP1;MFN1;USP30
Hippo signaling pathway	20/163	0.7227013519898341	0.9999948017010682	0	0	0.8884592057312591	0.28853530972306696	PRKCI;FZD2;BMPR2;YWHAB;WWC1;ITGB2;PRKCZ;YWHAZ;BBC3;LATS1;MOB1A;YWHAQ;DLG4;DVL2;CTNNA1;CTNNB1;CTNNA3;BTRC;TEAD2;LLGL2
Viral myocarditis	7/60	0.7239788824581133	0.9999948017010682	0	0	0.839368610065213	0.271110231549902	CAV1;ITGB2;ABL1;RAC3;CYCS;CD55;EIF4G2
Phospholipase D signaling pathway	18/148	0.7295026187974556	0.9999948017010682	0	0	0.8795897435897436	0.2774158509108759	DGKE;MAP2K2;SPHK2;DGKA;SPHK1;GAB1;TSC1;GNA13;CYTH2;NRAS;GRM4;RHEB;AKT2;GNAS;AKT1;PTK2B;RAF1;PLCB1
Biosynthesis of unsaturated fatty acids	3/27	0.730331930832827	0.9999948017010682	0	0	0.7945672191528546	0.2496976339464578	SCD;TECR;FADS1
Diabetic cardiomyopathy	25/203	0.7326173757458687	0.9999948017010682	0	0	0.8920338622395975	0.27754002183020315	NDUFB9;NDUFB7;NDUFB6;NDUFA12;COX4I1;ATP5MC2;PTEN;COX7A2;PRKCZ;COX5A;NDUFC2-KCTD14;MAPK8;AKT2;AKT1;CAMK2G;PARP1;ATP5F1C;ATP5F1E;NFKB1;NDUFS7;SP1;NDUFS6;NDUFS1;PLCB1;GAPDH
Vascular smooth muscle contraction	16/133	0.7375410298807633	0.9999948017010682	0	0	0.8687455319579672	0.2644752937935989	MAP2K2;PRKCH;PPP1R12A;EDN3;PLA2G2C;PRKCE;PLA2G6;GNA13;GNAS;MYH9;CALM3;ARHGEF1;RAF1;CALM1;PLCB1;CALM2
Hepatitis C	19/157	0.7412341313168356	0.9999948017010682	0	0	0.8745482760657463	0.26187363114637024	MAP2K2;YWHAB;STAT1;STAT3;CFLAR;YWHAZ;NFKB1;NFKBIA;OCLN;NRAS;CLDN3;YWHAQ;AKT2;AKT1;CYCS;CTNNB1;EIF3E;FADD;RAF1
Glycosaminoglycan biosynthesis	6/53	0.7441170699022175	0.9999948017010682	0	0	0.8112878930521559	0.2397817383356907	CHST11;CHSY1;CHPF2;DSE;CHST15;HS3ST5
Chagas disease	12/102	0.7470017027127542	0.9999948017010682	0	0	0.8471051983247105	0.24709026390911093	NFKBIA;MAPK8;AKT2;GNAS;BDKRB2;AKT1;FADD;FOS;CFLAR;PLCB1;NFKB1;GNAI2
IL-17 signaling pathway	11/94	0.7474254046154196	0.9999948017010682	0	0	0.8420338168336442	0.24513353468343763	NFKBIA;HSP90AA1;MAPK8;HSP90AB1;TRAF4;ANAPC5;FOS;FADD;MAPK6;NFKB1;HSP90B1
Glycosphingolipid biosynthesis	5/45	0.7502352385419914	0.9999948017010682	0	0	0.7944157758938445	0.22829004625375096	B3GNT5;SLC33A1;B4GALNT1;FUT1;ST6GALNAC4
Glycosaminoglycan degradation	2/19	0.75154398694962	0.9999948017010682	0	0	0.7478558433682752	0.2136067285809397	IDS;GUSB
Phototransduction	3/28	0.7532013187184116	0.9999948017010682	0	0	0.7627403314917127	0.21617794808478316	CALM3;CALM1;CALM2
Growth hormone synthesis, secretion and action	14/119	0.758333961552508	0.9999948017010682	0	0	0.8469921104536489	0.23430461994810373	MAP2K2;STAT1;STAT3;FOS;PTK2;GNAI2;MAPK8;NRAS;SOCS1;AKT2;GNAS;AKT1;RAF1;PLCB1
Alanine, aspartate and glutamate metabolism	4/37	0.7596066549750586	0.9999948017010682	0	0	0.7703713628547821	0.21181710287485278	PPAT;ASNS;AGXT;GLUL
Sulfur metabolism	1/10	0.7679999646091563	0.9999948017010682	0	0	0.70637549584918	0.18645882587699422	BPNT2
NF-kappa B signaling pathway	12/104	0.7705107711202693	0.9999948017010682	0	0	0.8285934638002507	0.21601567899040944	NFKBIA;CARD10;PIDD1;UBE2I;PARP1;TRIM25;XIAP;TAB1;CFLAR;LTBR;NFKB1;NFKB2
Hepatocellular carcinoma	20/168	0.7707654283084573	0.9999948017010682	0	0	0.8581932562659027	0.2234488038030464	SMARCD2;MAP2K2;FZD2;GSTO2;MGST3;PTEN;GAB1;KEAP1;TGFA;ARID1A;IGF1R;LRP6;NRAS;AKT2;DVL2;AKT1;CTNNB1;RAF1;MET;NFE2L2
Chemokine signaling pathway	23/192	0.7732523087391165	0.9999948017010682	0	0	0.8641885586940532	0.2222259856011053	SRC;STAT1;STAT3;WAS;CXCR4;PRKCZ;NFKB1;PTK2;VAV2;GNAI2;NFKBIA;NRAS;GRK2;AKT2;GNB2;GRK6;AKT1;RAC3;PTK2B;RAF1;PLCB1;CCR3;CCL26
Linoleic acid metabolism	3/29	0.7744818709319207	0.9999948017010682	0	0	0.7333616659583511	0.18741866040229357	PLA2G2C;CYP2E1;PLA2G6
Regulation of lipolysis in adipocytes	6/55	0.7759646768610141	0.9999948017010682	0	0	0.7780837998916381	0.19735961702792798	AKT2;NPY1R;GNAS;AKT1;ABHD5;GNAI2
Melanoma	8/72	0.7796874596689133	0.9999948017010682	0	0	0.7941881918819188	0.1976433669026013	NRAS;MAP2K2;AKT2;PTEN;AKT1;RAF1;MET;IGF1R
Kaposi sarcoma-associated herpesvirus infection	23/193	0.7815606765755408	0.9999948017010682	0	0	0.8590548946851468	0.21172480921806588	MAP2K2;STAT1;SRC;STAT3;NFATC2;FOS;NFKB1;NFATC4;NFKBIA;NRAS;MAPK8;UBB;AKT2;GNB2;AKT1;CTNNB1;CYCS;CALM3;FADD;CALM1;RAF1;CALM2;CCR3
Carbohydrate digestion and absorption	5/47	0.783954507933804	0.9999948017010682	0	0	0.7564986923630491	0.18413502400641393	AKT2;AKT1;ATP1B1;PLCB1;HK1
GnRH secretion	7/64	0.7843763008083819	0.9999948017010682	0	0	0.7802843516019854	0.18950485009396079	NRAS;GABBR1;MAP2K2;AKT2;AKT1;PLCB1;RAF1
Hedgehog signaling pathway	6/56	0.7907285398518415	0.9999948017010682	0	0	0.7624778761061947	0.17903022935745755	GRK2;SMURF1;CUL3;IQCE;SPOP;BTRC
Regulation of actin cytoskeleton	26/218	0.7917080015408487	0.9999948017010682	0	0	0.8596845591877167	0.20079019527291161	SRC;ITGB2;CXCR4;MYL12A;GNA13;NRAS;TMSB4X;BDKRB2;RAC3;BDKRB1;PIP4K2B;PAK2;MAP2K2;PPP1R12A;ITGA3;ACTN1;ARPC5;BAIAP2;PTK2;VAV2;DIAPH1;SPATA13;MYH9;ARHGEF1;RAF1;FGFR2
beta-Alanine metabolism	3/30	0.7942314283501343	0.9999948017010682	0	0	0.7061591978719051	0.16268523051158648	ALDH3A2;ALDH3B2;ALDH3B1
Aldosterone synthesis and secretion	11/98	0.7944902609581767	0.9999948017010682	0	0	0.8031327889804636	0.18476435328841248	ATF1;NR4A1;PRKCE;GNAS;ATP2B4;CALM3;ATP1B1;CALM1;PLCB1;CALM2;CAMK2G
Breast cancer	17/147	0.7972208951950734	0.9999948017010682	0	0	0.8304160852106057	0.18819178329065078	NOTCH2;MAP2K2;FZD2;NCOA3;PTEN;FOS;BRCA2;IGF1R;NFKB2;LRP6;NRAS;SP1;AKT2;DVL2;AKT1;CTNNB1;RAF1
Dopaminergic synapse	15/132	0.8077607678437235	0.9999948017010682	0	0	0.8141476232486221	0.17381184176432588	FOS;GNAI2;MAPK8;TH;PPP2R3C;AKT2;GNB2;GNAS;AKT1;CALM3;CALM1;PLCB1;CLOCK;CALM2;CAMK2G
